# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
1

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,PropGeom,0,ENIUPMQTWX,0,0,1,6.123233995736766036e-17, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 6.123233995736766036e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,65,17
# x,y,z,u,w
-1.865340324165829650e-02, 8.806457812499998705e-02, -2.589190405306540611e-04, 1.046875000000000000e+00, 1.723464124463156111e+00
-2.321613381059195111e-02, 8.806457812499997317e-02, 1.736193170398712634e-04, 1.046875000000000000e+00, 1.904044169930654951e+00
-2.501615203314953503e-02, 8.806457812499997317e-02, 1.434927347405147956e-03, 1.046875000000000000e+00, 2.000000000000000000e+00
-2.344222677835375301e-02, 8.806457812499997317e-02, 3.113970333749052893e-03, 1.046875000000000000e+00, 2.095955830069344827e+00
-1.892388784726383236e-02, 8.806457812499997317e-02, 4.155747047025025800e-03, 1.046875000000000000e+00, 2.276535875536843889e+00
-1.097875735536187752e-02, 8.806457812499995930e-02, 4.127711043391464087e-03, 1.046875000000000000e+00, 2.584161237591246607e+00
-2.720125324465408204e-04, 8.806457812499997317e-02, 3.305443311573764108e-03, 1.046875000000000000e+00, 3.000000000000000000e+00
1.028299941326402990e-02, 8.806457812499997317e-02, 1.319045952044439621e-03, 1.046875000000000000e+00, 3.415838762408752949e+00
1.806585694877185441e-02, 8.806457812500000093e-02, -2.869968226755510829e-04, 1.046875000000000000e+00, 3.723464124463156111e+00
2.266677459395359875e-02, 8.806457812499997317e-02, -1.058329710393682895e-03, 1.046875000000000000e+00, 3.904044169930655173e+00
2.501615203314953503e-02, 8.806457812499997317e-02, -1.434927347405147956e-03, 1.046875000000000000e+00, 4.000000000000000000e+00
2.483388078351410344e-02, 9.036843749999998177e-02, -1.385032734731587003e-03, 1.062500000000000000e+00, 0.000000000000000000e+00
2.251516769372180135e-02, 9.036843749999998177e-02, -1.557838369949481180e-03, 1.062500000000000000e+00, 9.595583006934514658e-02
1.795949618172171941e-02, 9.036843749999998177e-02, -1.676347713892491469e-03, 1.062500000000000000e+00, 2.765358755368439447e-01
1.019633014875941796e-02, 9.036843749999998177e-02, -1.653133670598365672e-03, 1.062500000000000000e+00, 5.841612375912467181e-01
-2.958065253622217368e-04, 9.036843749999998177e-02, -1.445480688259319834e-03, 1.062500000000000000e+00, 1.000000000000000000e+00
-1.076712127822420512e-02, 9.036843749999998177e-02, -7.586146264311064346e-04, 1.062500000000000000e+00, 1.415838762408753171e+00
-1.851540365790505654e-02, 9.036843749999998177e-02, -2.863216819149319906e-04, 1.062500000000000000e+00, 1.723464124463156111e+00
-2.304515795250395085e-02, 9.036843749999998177e-02, 1.358565413478915983e-04, 1.062500000000000000e+00, 1.904044169930654951e+00
-2.483388078351410344e-02, 9.036843749999998177e-02, 1.385032734731587003e-03, 1.062500000000000000e+00, 2.000000000000000000e+00
-2.327420370660290491e-02, 9.036843749999998177e-02, 3.054164344064750052e-03, 1.062500000000000000e+00, 2.095955830069344827e+00
-1.879083034380044787e-02, 9.036843749999998177e-02, 4.095356934978893436e-03, 1.062500000000000000e+00, 2.276535875536843889e+00
-1.090426126286814061e-02, 9.036843749999998177e-02, 4.080012721266620263e-03, 1.062500000000000000e+00, 2.584161237591246607e+00
-2.752002328913177973e-04, 9.036843749999998177e-02, 3.280634743818135277e-03, 1.062500000000000000e+00, 3.000000000000000000e+00
1.020507641998113189e-02, 9.036843749999998177e-02, 1.325475394873284682e-03, 1.062500000000000000e+00, 3.415838762408752949e+00
1.793304915356595114e-02, 9.036843749999998177e-02, -2.564910830409532043e-04, 1.062500000000000000e+00, 3.723464124463156111e+00
2.250124122036481489e-02, 9.036843749999998177e-02, -1.014904695327999672e-03, 1.062500000000000000e+00, 3.904044169930655173e+00
2.483388078351410344e-02, 9.036843749999998177e-02, -1.385032734731587003e-03, 1.062500000000000000e+00, 4.000000000000000000e+00
2.465151472513351164e-02, 9.267229687499978219e-02, -1.335718743333235087e-03, 1.078125000000000000e+00, 0.000000000000000000e+00
2.235030369017046784e-02, 9.267229687499978219e-02, -1.510883575226668355e-03, 1.078125000000000000e+00, 9.595583006934514658e-02
1.782867191786401476e-02, 9.267229687499978219e-02, -1.635670495407689140e-03, 1.078125000000000000e+00, 2.765358755368439447e-01
1.012315806651153428e-02, 9.267229687499978219e-02, -1.624827041283972680e-03, 1.078125000000000000e+00, 5.841612375912467181e-01
-2.913370610758654676e-04, 9.267229687499978219e-02, -1.435203254180494490e-03, 1.078125000000000000e+00, 1.000000000000000000e+00
-1.068591801740088193e-02, 9.267229687499979607e-02, -7.698950018489494201e-04, 1.078125000000000000e+00, 1.415838762408753171e+00
-1.837736448857766117e-02, 9.267229687499978219e-02, -3.132867240621309670e-04, 1.078125000000000000e+00, 1.723464124463156111e+00
-2.287412121597241776e-02, 9.267229687499979607e-02, 9.863637914081957881e-05, 1.078125000000000000e+00, 1.904044169930654951e+00
-2.465151472513351164e-02, 9.267229687499978219e-02, 1.335718743333235087e-03, 1.078125000000000000e+00, 2.000000000000000000e+00
-2.310605040943718505e-02, 9.267229687499978219e-02, 2.994897176789102292e-03, 1.078125000000000000e+00, 2.095955830069344827e+00
-1.865762934943023671e-02, 9.267229687499979607e-02, 4.035397119859126559e-03, 1.078125000000000000e+00, 2.276535875536843889e+00
-1.082964184891389327e-02, 9.267229687499975443e-02, 4.032559097022580738e-03, 1.078125000000000000e+00, 2.584161237591246607e+00
-2.783100994229604618e-04, 9.267229687499978219e-02, 3.255822918205890457e-03, 1.078125000000000000e+00, 3.000000000000000000e+00
1.012715901945353270e-02, 9.267229687499978219e-02, 1.331660541728428744e-03, 1.078125000000000000e+00, 3.415838762408752949e+00
1.780019039168767928e-02, 9.267229687499978219e-02, -2.264069389193749341e-04, 1.078125000000000000e+00, 3.723464124463156111e+00
2.233562759229637887e-02, 9.267229687499980995e-02, -9.720065389870143936e-04, 1.078125000000000000e+00, 3.904044169930655173e+00
2.465151472513351164e-02, 9.267229687499978219e-02, -1.335718743333235087e-03, 1.078125000000000000e+00, 4.000000000000000000e+00
2.446905523187559162e-02, 9.497615624999983241e-02, -1.286985633868392058e-03, 1.093750000000000000e+00, 0.000000000000000000e+00
2.218534786917647494e-02, 9.497615624999983241e-02, -1.464454774455143694e-03, 1.093750000000000000e+00, 9.595583006934514658e-02
1.769776421193440530e-02, 9.497615624999983241e-02, -1.595411940729655770e-03, 1.093750000000000000e+00, 2.765358755368439447e-01
1.004992210254504990e-02, 9.497615624999983241e-02, -1.596756740260724203e-03, 1.093750000000000000e+00, 5.841612375912467181e-01
-2.869008885652945661e-04, 9.497615624999983241e-02, -1.424916090118166648e-03, 1.093750000000000000e+00, 1.000000000000000000e+00
-1.060470620545185365e-02, 9.497615624999983241e-02, -7.809209864265898764e-04, 1.093750000000000000e+00, 1.415838762408753171e+00
-1.823928664820641601e-02, 9.497615624999983241e-02, -3.398161615530749004e-04, 1.093750000000000000e+00, 1.723464124463156111e+00
-2.270302478278274708e-02, 9.497615624999983241e-02, 6.195759918600689882e-05, 1.093750000000000000e+00, 1.904044169930654951e+00
-2.446905523187559162e-02, 9.497615624999983241e-02, 1.286985633868392058e-03, 1.093750000000000000e+00, 2.000000000000000000e+00
-2.293776826308353139e-02, 9.497615624999983241e-02, 2.936170583140441416e-03, 1.093750000000000000e+00, 2.095955830069344827e+00
-1.852428600072032402e-02, 9.497615624999983241e-02, 3.975870084169206599e-03, 1.093750000000000000e+00, 2.276535875536843889e+00
-1.075489974249702746e-02, 9.497615624999981854e-02, 3.985352814099128553e-03, 1.093750000000000000e+00, 2.584161237591246607e+00
-2.813420987561261245e-04, 9.497615624999983241e-02, 3.231010300340700532e-03, 1.093750000000000000e+00, 3.000000000000000000e+00
1.004924780356974967e-02, 9.497615624999983241e-02, 1.337602828508330753e-03, 1.093750000000000000e+00, 3.415838762408752949e+00
1.766728165230396080e-02, 9.497615624999983241e-02, -1.967438518432161739e-04, 1.093750000000000000e+00, 3.723464124463156111e+00
2.216993495127138683e-02, 9.497615624999984629e-02, -9.296352019570066185e-04, 1.093750000000000000e+00, 3.904044169930655173e+00
2.446905523187559162e-02, 9.497615624999983241e-02, -1.286985633868392058e-03, 1.093750000000000000e+00, 4.000000000000000000e+00
2.428650367801793095e-02, 9.728001562499988264e-02, -1.238833664036447955e-03, 1.109375000000000000e+00, 0.000000000000000000e+00
2.202030147279443462e-02, 9.728001562499988264e-02, -1.418552129492774583e-03, 1.109375000000000000e+00, 9.595583006934514658e-02
1.756677405003764791e-02, 9.728001562499988264e-02, -1.555572042071041387e-03, 1.109375000000000000e+00, 2.765358755368439447e-01
9.976622817741611499e-03, 9.728001562499986876e-02, -1.568922447641190113e-03, 1.109375000000000000e+00, 5.841612375912467181e-01
-2.824980265781698997e-04, 9.728001562499988264e-02, -1.414618503179297573e-03, 1.109375000000000000e+00, 1.000000000000000000e+00
-1.052348646547659333e-02, 9.728001562499988264e-02, -7.916917543511030331e-04, 1.109375000000000000e+00, 1.415838762408753171e+00
-1.810117121142152882e-02, 9.728001562499988264e-02, -3.659091603679129963e-04, 1.109375000000000000e+00, 1.723464124463156111e+00
-2.253186997094675653e-02, 9.728001562499988264e-02, 2.582085307711413040e-05, 1.109375000000000000e+00, 1.904044169930654951e+00
