x	y
0.191	-2.557
0.191	-2.429
0.193	-1.631
0.196	-1.479
0.196	-0.898
0.197	-0.395
0.197	-0.395
0.198	-0.257
0.201	0.310
0.201	0.097
0.203	0.847
0.203	0.847
0.204	1.016
0.207	1.693
0.207	1.423
0.209	1.838
0.209	1.838
0.213	1.912
0.214	1.825
0.214	1.908
0.215	1.985
0.218	1.146
0.220	1.226
0.220	1.310
0.221	1.372
0.224	0.547
0.225	0.377
0.225	0.460
0.230	0.367
0.231	0.447
0.231	0.531
0.231	0.530
0.235	0.521
0.237	0.769
0.237	0.769
0.241	0.341
0.242	0.421
0.242	0.505
0.242	0.596
0.246	0.161
0.248	0.408
0.248	0.408
0.248	0.458
0.252	0.064
0.253	0.144
0.253	0.228
0.255	0.278
0.257	-0.200
0.259	0.131
0.259	0.215
0.261	0.504
0.263	0.540
0.265	1.039
0.265	1.039
0.266	1.099
0.268	-0.979
0.269	-0.228
0.269	0.442
0.270	-0.815
0.270	-0.815
0.271	-0.900
0.272	-1.572
0.273	-2.245
0.274	-1.579
0.275	-1.330
0.275	-1.330
0.281	-1.305
0.281	-1.343
0.281	-1.343
0.286	-0.805
0.287	-0.770
0.287	-0.686
0.292	-0.783
0.292	-0.699
0.292	-0.656
0.297	-1.046
0.298	-1.214
0.298	-1.214
0.303	-0.893
0.303	-0.893
0.305	-0.794
0.309	-0.738
0.309	-0.655
0.310	-0.771
0.315	-0.835
0.315	-0.835
0.316	-0.672
0.320	0.072
0.320	0.072
0.321	0.155
0.326	0.394
0.326	0.394
0.327	0.415
0.332	0.716
0.332	0.799
0.332	0.877
0.337	0.870
0.337	0.870
0.343	0.606
0.343	0.690
0.348	0.007
0.348	0.007
0.354	-0.173
0.354	-0.089
0.359	-0.772
0.359	-0.688
0.365	-1.621
0.365	-1.537
0.370	-1.885
0.370	-1.801
0.376	-1.229
0.376	-1.229
0.382	-1.074
0.382	-0.991
0.388	-0.167
0.388	-0.083
0.393	0.322
0.393	0.322
0.399	0.560
0.399	0.644
0.404	0.882
0.404	0.882
0.410	1.036
0.410	1.120
0.416	0.939
0.416	0.939
0.421	0.843
0.421	0.843
0.427	1.164
0.427	1.164
0.433	1.737
0.433	1.821
0.438	1.306
0.438	1.389
0.444	1.627
0.444	1.627
0.450	2.535
0.450	2.535
0.455	2.773
0.455	2.773
0.461	2.258
0.461	2.341
0.466	1.659
0.466	1.743
0.472	1.730
0.472	1.730
0.477	1.800
0.477	1.884
0.483	1.118
0.483	1.202
0.488	0.436
0.488	0.436
0.494	0.256
0.494	0.339
0.500	0.828
0.500	0.828
0.505	0.732
0.505	0.815
0.511	0.635
0.511	0.635
0.516	0.455
0.516	0.455
0.522	0.776
0.522	0.776
0.528	1.182
0.528	1.265
0.533	1.587
0.533	1.587
0.539	1.323
0.539	1.323
0.545	1.394
0.545	1.394
0.550	1.883
0.550	1.883
0.556	2.037
0.556	2.121
0.562	2.861
0.562	2.861
0.567	3.517
0.567	3.517
0.573	3.839
0.573	3.839
0.579	3.993
0.579	4.077
0.584	4.482
0.584	4.566
0.590	4.804
0.590	4.804
0.596	4.791
0.596	4.791
0.600	4.860
0.601	5.029
0.601	5.029
0.602	5.028
0.605	5.684
0.605	5.687
0.606	6.524
0.606	6.524
0.607	7.192
0.608	7.302
0.608	10.287
0.608	10.371
0.608	8.697
0.608	8.003
0.608	8.764
0.608	7.984
0.608	9.532
0.609	9.365
0.609	10.202
0.609	10.034
0.609	10.871
0.609	10.704
0.609	12.879
0.609	13.046
0.610	12.266
0.610	11.418
0.610	11.538
0.610	12.207
0.610	13.546
0.610	13.713
0.611	15.165
0.611	14.299
0.611	14.494
0.611	15.219
0.611	15.888
0.611	15.905
0.615	15.377
0.615	15.093
0.615	13.703
0.615	14.586
0.615	13.703
0.615	14.420
0.616	12.957
0.616	12.957
0.616	8.258
0.617	9.011
0.617	9.773
0.617	9.681
0.617	12.024
0.617	10.601
0.617	12.024
0.617	10.601
0.617	11.271
0.617	11.270
0.617	7.503
0.618	6.833
0.618	3.483
0.619	5.156
0.619	6.109
0.619	2.728
0.620	4.344
0.620	1.219
0.620	1.972
0.621	0.537
0.622	-1.571
0.622	-0.878
0.622	-0.126
0.623	-0.441
0.623	0.290
0.623	0.960
0.624	1.627
0.624	4.473
0.624	2.380
0.624	3.050
0.625	3.719
0.626	5.139
0.626	5.892
0.627	7.398
0.627	8.067
0.627	6.613
0.627	8.918
0.628	9.655
0.628	10.403
0.628	11.328
0.629	11.997
0.629	12.827
0.630	14.337
0.631	13.581
0.631	13.999
0.633	13.327
0.634	11.929
0.634	12.666
0.635	11.145
0.635	9.805
0.635	7.629
0.635	10.475
0.636	8.899
0.637	7.206
0.637	8.126
0.638	2.494
0.638	5.697
0.638	6.450
0.638	3.437
0.638	2.753
0.638	4.901
0.638	4.106
0.639	0.673
0.639	1.342
0.639	2.012
0.639	-1.170
0.640	-3.347
0.640	-2.584
0.640	-1.590
0.640	-0.837
0.640	-0.083
0.640	0.419
0.640	1.172
0.640	1.841
0.641	-2.357
0.641	-4.103
0.641	-3.380
0.641	-1.760
0.641	-4.774
0.641	-1.007
0.641	-0.235
0.642	-7.035
0.642	-6.236
0.642	-4.106
0.643	-5.448
0.643	-8.880
0.646	-12.486
0.646	-11.817
0.647	-14.406
0.647	-13.243
0.648	-14.499
0.648	-14.166
0.648	-14.836
0.649	-17.152
0.650	-16.345
0.650	-17.852
0.650	-15.658
0.650	-15.006
0.651	-19.361
0.651	-18.692
0.651	-16.348
0.651	-15.679
0.652	-20.871
0.653	-21.677
0.653	-20.203
0.654	-23.052
0.654	-20.876
0.655	-24.475
0.655	-22.385
0.656	-26.077
0.656	-23.811
0.657	-26.072
0.657	-26.793
0.658	-25.139
0.660	-27.692
0.662	-28.344
0.663	-28.010
0.665	-28.685
0.666	-27.934
0.668	-26.851
0.668	-26.932
0.668	-27.772
0.669	-25.079
0.670	-24.595
0.670	-25.935
0.670	-24.429
0.671	-23.760
0.673	-22.930
0.673	-21.590
0.674	-20.587
0.674	-19.750
0.675	-18.919
0.676	-18.247
0.676	-17.578
0.676	-16.909
0.677	-14.735
0.678	-16.243
0.678	-15.406
0.678	-11.890
0.678	-13.900
0.679	-14.743
0.679	-11.057
0.679	-13.150
0.680	-12.481
0.680	-11.727
0.681	-10.894
0.682	-10.225
0.682	-9.055
0.683	-8.220
0.683	-7.550
0.684	-6.881
0.684	-8.054
0.684	-7.468
0.685	-5.378
0.685	-4.621
0.686	-3.772
0.686	-2.952
0.687	-2.255
0.687	-1.532
0.688	-0.845
0.689	0.138
0.691	0.852
0.691	1.304
0.692	1.535
0.696	2.293
0.697	2.630
0.698	3.116
0.700	3.795
0.703	4.123
0.705	4.242
0.709	4.277
0.712	4.367
0.714	3.846
0.716	3.619
0.720	2.829
0.721	2.867
0.725	2.565
0.727	2.645
0.731	2.552
0.732	2.620
0.736	2.372
0.739	2.536
0.742	2.610
0.747	2.850
0.748	2.848
0.753	2.500
0.754	2.737
0.759	2.906
0.760	2.888
0.764	3.629
0.765	3.311
0.767	2.971
0.769	2.177
0.770	1.206
0.770	1.456
0.775	1.444
0.776	1.672
0.781	1.431
0.784	1.760
0.787	1.586
0.791	1.856
0.792	1.573
0.796	1.647
0.798	1.560
0.802	2.012
0.804	2.049
0.808	2.125
0.809	2.036
0.815	1.855
0.815	2.181
0.820	2.679
0.821	2.752
0.826	3.001
0.827	3.078
0.832	3.155
0.833	3.426
0.837	3.477
0.841	3.524
0.843	3.129
0.847	3.053
0.848	2.782
0.854	2.852
0.860	2.421
0.865	1.404
0.871	1.475
0.876	1.880
0.882	1.532
0.887	2.021
0.893	2.427
0.899	2.581
0.904	2.652
0.910	2.639
0.916	2.375
0.921	2.111
0.927	2.349
0.932	2.587
0.938	2.407
0.943	2.394
0.949	2.715
0.955	3.037
0.960	2.773
0.966	2.174
0.971	2.161
0.977	2.316
0.982	1.466
0.988	0.449
0.993	-0.568
0.999	-0.749
