# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
1

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,PropGeom,0,BNRIVEPAOP,0,0,1,6.123233995736766036e-17, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 6.123233995736766036e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,50,25
# x,y,z,u,w
-6.533740780286405314e-02, 5.046519378775509157e-01, 9.226934224773466336e-03, 1.081632653061224580e+00, 2.048415953273313939e+00
-6.082056920630388164e-02, 5.046519378775506937e-01, 1.188307624570527493e-02, 1.081632653061224580e+00, 2.124319414725656774e+00
-5.243102170942504081e-02, 5.046519378775506937e-01, 1.371727307675867091e-02, 1.081632653061224580e+00, 2.248378908561805556e+00
-3.933270363648622842e-02, 5.046519378775506937e-01, 1.373919028295547337e-02, 1.081632653061224580e+00, 2.437090193319866760e+00
-2.148804150004418254e-02, 5.046519378775506937e-01, 1.223804364972417430e-02, 1.081632653061224580e+00, 2.694931530939263631e+00
-4.844347789930872165e-04, 5.046519378775506937e-01, 9.454507661830065593e-03, 1.081632653061224580e+00, 3.000000000000000000e+00
2.031748028847335866e-02, 5.046519378775506937e-01, 5.440616623669104757e-03, 1.081632653061224580e+00, 3.305068469060736369e+00
3.769389856398744354e-02, 5.046519378775506937e-01, 1.108253228385139809e-03, 1.081632653061224580e+00, 3.562909806680132796e+00
5.034659453502968174e-02, 5.046519378775506937e-01, -2.313442519930848998e-03, 1.081632653061224580e+00, 3.751621091438194000e+00
5.865681199118026601e-02, 5.046519378775506937e-01, -4.591772798874333046e-03, 1.081632653061224580e+00, 3.875680585274343670e+00
6.378253661859809021e-02, 5.046519378775506937e-01, -5.822110197986667124e-03, 1.081632653061224580e+00, 3.951584046726686061e+00
6.679602367583088729e-02, 5.046519378775506937e-01, -6.581787650315753038e-03, 1.081632653061224580e+00, 4.000000000000000000e+00
6.681818429813610183e-02, 5.276535081469385657e-01, -6.352873183363853815e-03, 1.102040816326530726e+00, 0.000000000000000000e+00
6.379500013668273906e-02, 5.276535081469385657e-01, -6.815184939546642048e-03, 1.102040816326530726e+00, 4.841595327331393861e-02
5.864406166820390620e-02, 5.276535081469385657e-01, -6.972312762049215004e-03, 1.102040816326530726e+00, 1.243194147256564686e-01
5.021977420994928887e-02, 5.276535081469385657e-01, -6.968011702296510526e-03, 1.102040816326530726e+00, 2.483789085618058612e-01
3.741179452934829952e-02, 5.276535081469385657e-01, -6.560375258237414325e-03, 1.102040816326530726e+00, 4.370901933198670375e-01
1.992778191849791519e-02, 5.276535081469385657e-01, -5.632672723561791238e-03, 1.102040816326530726e+00, 6.949315309392636308e-01
-7.286171115124325144e-04, 5.276535081469385657e-01, -4.066962689401741778e-03, 1.102040816326530726e+00, 1.000000000000000000e+00
-2.135190107081920419e-02, 5.276535081469385657e-01, -2.113166508479672953e-03, 1.102040816326530726e+00, 1.305068469060736591e+00
